,Year,Province,Cities
1663,2015, Ontario/Quebec ,Ottawa-Gatineau
1664,2016, Ontario/Quebec ,Ottawa-Gatineau
1665,2017, Ontario/Quebec ,Ottawa-Gatineau
1666,2018, Ontario/Quebec ,Ottawa-Gatineau
1667,2019, Ontario/Quebec ,Ottawa-Gatineau
1668,2020, Ontario/Quebec ,Ottawa-Gatineau
1669,2021, Ontario/Quebec ,Ottawa-Gatineau
1670,2022, Ontario/Quebec ,Ottawa-Gatineau
1671,2023, Ontario/Quebec ,Ottawa-Gatineau
1683,2013, Ontario/Quebec ,Ottawa-Gatineau
1684,2014, Ontario/Quebec ,Ottawa-Gatineau
1685,2015, Ontario/Quebec ,Ottawa-Gatineau
1686,2016, Ontario/Quebec ,Ottawa-Gatineau
1687,2017, Ontario/Quebec ,Ottawa-Gatineau
1688,2018, Ontario/Quebec ,Ottawa-Gatineau
1689,2019, Ontario/Quebec ,Ottawa-Gatineau
1690,2020, Ontario/Quebec ,Ottawa-Gatineau
1691,2021, Ontario/Quebec ,Ottawa-Gatineau
1692,2022, Ontario/Quebec ,Ottawa-Gatineau
1693,2023, Ontario/Quebec ,Ottawa-Gatineau
1727,2013, Ontario/Quebec ,Ottawa-Gatineau
1728,2014, Ontario/Quebec ,Ottawa-Gatineau
1729,2015, Ontario/Quebec ,Ottawa-Gatineau
1730,2016, Ontario/Quebec ,Ottawa-Gatineau
1731,2017, Ontario/Quebec ,Ottawa-Gatineau
1732,2018, Ontario/Quebec ,Ottawa-Gatineau
1733,2019, Ontario/Quebec ,Ottawa-Gatineau
1734,2020, Ontario/Quebec ,Ottawa-Gatineau
1735,2021, Ontario/Quebec ,Ottawa-Gatineau
1736,2022, Ontario/Quebec ,Ottawa-Gatineau
1737,2023, Ontario/Quebec ,Ottawa-Gatineau
1749,2013, Ontario/Quebec ,Ottawa-Gatineau
1750,2014, Ontario/Quebec ,Ottawa-Gatineau
1751,2015, Ontario/Quebec ,Ottawa-Gatineau
1752,2016, Ontario/Quebec ,Ottawa-Gatineau
1753,2017, Ontario/Quebec ,Ottawa-Gatineau
1754,2018, Ontario/Quebec ,Ottawa-Gatineau
1755,2019, Ontario/Quebec ,Ottawa-Gatineau
1756,2020, Ontario/Quebec ,Ottawa-Gatineau
1757,2021, Ontario/Quebec ,Ottawa-Gatineau
1758,2022, Ontario/Quebec ,Ottawa-Gatineau
1759,2023, Ontario/Quebec ,Ottawa-Gatineau
1760,2013, Ontario/Quebec ,Ottawa-Gatineau
1761,2014, Ontario/Quebec ,Ottawa-Gatineau
1762,2015, Ontario/Quebec ,Ottawa-Gatineau
1763,2016, Ontario/Quebec ,Ottawa-Gatineau
1764,2017, Ontario/Quebec ,Ottawa-Gatineau
1765,2018, Ontario/Quebec ,Ottawa-Gatineau
1766,2019, Ontario/Quebec ,Ottawa-Gatineau
1767,2020, Ontario/Quebec ,Ottawa-Gatineau
1768,2021, Ontario/Quebec ,Ottawa-Gatineau
1769,2022, Ontario/Quebec ,Ottawa-Gatineau
1770,2023, Ontario/Quebec ,Ottawa-Gatineau
1771,2013, Ontario/Quebec ,Ottawa-Gatineau
1772,2014, Ontario/Quebec ,Ottawa-Gatineau
1773,2015, Ontario/Quebec ,Ottawa-Gatineau
1774,2016, Ontario/Quebec ,Ottawa-Gatineau
1775,2017, Ontario/Quebec ,Ottawa-Gatineau
1776,2018, Ontario/Quebec ,Ottawa-Gatineau
1777,2019, Ontario/Quebec ,Ottawa-Gatineau
1778,2020, Ontario/Quebec ,Ottawa-Gatineau
1779,2021, Ontario/Quebec ,Ottawa-Gatineau
1780,2022, Ontario/Quebec ,Ottawa-Gatineau
1781,2023, Ontario/Quebec ,Ottawa-Gatineau
1782,2013, Ontario/Quebec ,Ottawa-Gatineau
1783,2014, Ontario/Quebec ,Ottawa-Gatineau
1784,2015, Ontario/Quebec ,Ottawa-Gatineau
1785,2016, Ontario/Quebec ,Ottawa-Gatineau
1786,2017, Ontario/Quebec ,Ottawa-Gatineau
1787,2018, Ontario/Quebec ,Ottawa-Gatineau
1788,2019, Ontario/Quebec ,Ottawa-Gatineau
1789,2020, Ontario/Quebec ,Ottawa-Gatineau
1790,2021, Ontario/Quebec ,Ottawa-Gatineau
1791,2022, Ontario/Quebec ,Ottawa-Gatineau
1792,2023, Ontario/Quebec ,Ottawa-Gatineau
1804,2013, Ontario/Quebec ,Ottawa-Gatineau
1805,2014, Ontario/Quebec ,Ottawa-Gatineau
1806,2015, Ontario/Quebec ,Ottawa-Gatineau
1807,2016, Ontario/Quebec ,Ottawa-Gatineau
1808,2017, Ontario/Quebec ,Ottawa-Gatineau
1809,2018, Ontario/Quebec ,Ottawa-Gatineau
1810,2019, Ontario/Quebec ,Ottawa-Gatineau
1811,2020, Ontario/Quebec ,Ottawa-Gatineau
1812,2021, Ontario/Quebec ,Ottawa-Gatineau
1813,2022, Ontario/Quebec ,Ottawa-Gatineau
1814,2023, Ontario/Quebec ,Ottawa-Gatineau
1826,2013, Ontario/Quebec ,Ottawa-Gatineau
1827,2014, Ontario/Quebec ,Ottawa-Gatineau
1828,2015, Ontario/Quebec ,Ottawa-Gatineau
1829,2016, Ontario/Quebec ,Ottawa-Gatineau
1830,2017, Ontario/Quebec ,Ottawa-Gatineau
1831,2018, Ontario/Quebec ,Ottawa-Gatineau
1832,2019, Ontario/Quebec ,Ottawa-Gatineau
1833,2020, Ontario/Quebec ,Ottawa-Gatineau
1834,2021, Ontario/Quebec ,Ottawa-Gatineau
1835,2022, Ontario/Quebec ,Ottawa-Gatineau
1836,2023, Ontario/Quebec ,Ottawa-Gatineau
1848,2013, Ontario/Quebec ,Ottawa-Gatineau
1849,2014, Ontario/Quebec ,Ottawa-Gatineau
1850,2015, Ontario/Quebec ,Ottawa-Gatineau
1851,2016, Ontario/Quebec ,Ottawa-Gatineau
1852,2017, Ontario/Quebec ,Ottawa-Gatineau
1853,2018, Ontario/Quebec ,Ottawa-Gatineau
1854,2019, Ontario/Quebec ,Ottawa-Gatineau
1855,2020, Ontario/Quebec ,Ottawa-Gatineau
1856,2021, Ontario/Quebec ,Ottawa-Gatineau
1857,2022, Ontario/Quebec ,Ottawa-Gatineau
1858,2023, Ontario/Quebec ,Ottawa-Gatineau
2057,2013, Ontario/Quebec ,Ottawa-Gatineau
2058,2014, Ontario/Quebec ,Ottawa-Gatineau
2059,2015, Ontario/Quebec ,Ottawa-Gatineau
2060,2016, Ontario/Quebec ,Ottawa-Gatineau
2061,2017, Ontario/Quebec ,Ottawa-Gatineau
2062,2018, Ontario/Quebec ,Ottawa-Gatineau
2063,2019, Ontario/Quebec ,Ottawa-Gatineau
2064,2020, Ontario/Quebec ,Ottawa-Gatineau
2065,2021, Ontario/Quebec ,Ottawa-Gatineau
2066,2022, Ontario/Quebec ,Ottawa-Gatineau
2067,2023, Ontario/Quebec ,Ottawa-Gatineau
2101,2013, Ontario/Quebec ,Ottawa-Gatineau
2102,2014, Ontario/Quebec ,Ottawa-Gatineau
2103,2015, Ontario/Quebec ,Ottawa-Gatineau
2104,2016, Ontario/Quebec ,Ottawa-Gatineau
2105,2017, Ontario/Quebec ,Ottawa-Gatineau
2106,2018, Ontario/Quebec ,Ottawa-Gatineau
2107,2019, Ontario/Quebec ,Ottawa-Gatineau
2108,2020, Ontario/Quebec ,Ottawa-Gatineau
2109,2021, Ontario/Quebec ,Ottawa-Gatineau
2110,2022, Ontario/Quebec ,Ottawa-Gatineau
2111,2023, Ontario/Quebec ,Ottawa-Gatineau
2123,2013, Ontario/Quebec ,Ottawa-Gatineau
2124,2014, Ontario/Quebec ,Ottawa-Gatineau
2125,2015, Ontario/Quebec ,Ottawa-Gatineau
2126,2016, Ontario/Quebec ,Ottawa-Gatineau
2127,2017, Ontario/Quebec ,Ottawa-Gatineau
2128,2018, Ontario/Quebec ,Ottawa-Gatineau
2129,2019, Ontario/Quebec ,Ottawa-Gatineau
2130,2020, Ontario/Quebec ,Ottawa-Gatineau
2131,2021, Ontario/Quebec ,Ottawa-Gatineau
2132,2022, Ontario/Quebec ,Ottawa-Gatineau
2133,2023, Ontario/Quebec ,Ottawa-Gatineau
2134,2013, Ontario/Quebec ,Ottawa-Gatineau
2135,2014, Ontario/Quebec ,Ottawa-Gatineau
2136,2015, Ontario/Quebec ,Ottawa-Gatineau
2137,2016, Ontario/Quebec ,Ottawa-Gatineau
2138,2017, Ontario/Quebec ,Ottawa-Gatineau
2139,2018, Ontario/Quebec ,Ottawa-Gatineau
2140,2019, Ontario/Quebec ,Ottawa-Gatineau
2141,2020, Ontario/Quebec ,Ottawa-Gatineau
2142,2021, Ontario/Quebec ,Ottawa-Gatineau
2143,2022, Ontario/Quebec ,Ottawa-Gatineau
2144,2023, Ontario/Quebec ,Ottawa-Gatineau
2145,2013, Ontario/Quebec ,Ottawa-Gatineau
2146,2014, Ontario/Quebec ,Ottawa-Gatineau
2147,2015, Ontario/Quebec ,Ottawa-Gatineau
2148,2016, Ontario/Quebec ,Ottawa-Gatineau
2149,2017, Ontario/Quebec ,Ottawa-Gatineau
2150,2018, Ontario/Quebec ,Ottawa-Gatineau
2151,2019, Ontario/Quebec ,Ottawa-Gatineau
2152,2020, Ontario/Quebec ,Ottawa-Gatineau
2153,2021, Ontario/Quebec ,Ottawa-Gatineau
2154,2022, Ontario/Quebec ,Ottawa-Gatineau
2155,2023, Ontario/Quebec ,Ottawa-Gatineau
2156,2013, Ontario/Quebec ,Ottawa-Gatineau
2157,2014, Ontario/Quebec ,Ottawa-Gatineau
2158,2015, Ontario/Quebec ,Ottawa-Gatineau
2159,2016, Ontario/Quebec ,Ottawa-Gatineau
2160,2017, Ontario/Quebec ,Ottawa-Gatineau
2161,2018, Ontario/Quebec ,Ottawa-Gatineau
2162,2019, Ontario/Quebec ,Ottawa-Gatineau
2163,2020, Ontario/Quebec ,Ottawa-Gatineau
2164,2021, Ontario/Quebec ,Ottawa-Gatineau
2165,2022, Ontario/Quebec ,Ottawa-Gatineau
2166,2023, Ontario/Quebec ,Ottawa-Gatineau
2178,2013, Ontario/Quebec ,Ottawa-Gatineau
2179,2014, Ontario/Quebec ,Ottawa-Gatineau
2180,2015, Ontario/Quebec ,Ottawa-Gatineau
2181,2016, Ontario/Quebec ,Ottawa-Gatineau
2182,2017, Ontario/Quebec ,Ottawa-Gatineau
2183,2018, Ontario/Quebec ,Ottawa-Gatineau
2184,2019, Ontario/Quebec ,Ottawa-Gatineau
2185,2020, Ontario/Quebec ,Ottawa-Gatineau
2186,2021, Ontario/Quebec ,Ottawa-Gatineau
2187,2022, Ontario/Quebec ,Ottawa-Gatineau
2188,2023, Ontario/Quebec ,Ottawa-Gatineau
2200,2013, Ontario/Quebec ,Ottawa-Gatineau
2201,2014, Ontario/Quebec ,Ottawa-Gatineau
2202,2015, Ontario/Quebec ,Ottawa-Gatineau
2203,2016, Ontario/Quebec ,Ottawa-Gatineau
2204,2017, Ontario/Quebec ,Ottawa-Gatineau
2205,2018, Ontario/Quebec ,Ottawa-Gatineau
2206,2019, Ontario/Quebec ,Ottawa-Gatineau
2207,2020, Ontario/Quebec ,Ottawa-Gatineau
2208,2021, Ontario/Quebec ,Ottawa-Gatineau
2209,2022, Ontario/Quebec ,Ottawa-Gatineau
2210,2023, Ontario/Quebec ,Ottawa-Gatineau
2222,2013, Ontario/Quebec ,Ottawa-Gatineau
2223,2014, Ontario/Quebec ,Ottawa-Gatineau
2224,2015, Ontario/Quebec ,Ottawa-Gatineau
2225,2016, Ontario/Quebec ,Ottawa-Gatineau
2226,2017, Ontario/Quebec ,Ottawa-Gatineau
2227,2018, Ontario/Quebec ,Ottawa-Gatineau
2228,2019, Ontario/Quebec ,Ottawa-Gatineau
2229,2020, Ontario/Quebec ,Ottawa-Gatineau
2230,2021, Ontario/Quebec ,Ottawa-Gatineau
2231,2022, Ontario/Quebec ,Ottawa-Gatineau
2232,2023, Ontario/Quebec ,Ottawa-Gatineau
2244,2013, Ontario/Quebec ,Ottawa-Gatineau
2245,2014, Ontario/Quebec ,Ottawa-Gatineau
2246,2015, Ontario/Quebec ,Ottawa-Gatineau
2247,2016, Ontario/Quebec ,Ottawa-Gatineau
2248,2017, Ontario/Quebec ,Ottawa-Gatineau
2249,2018, Ontario/Quebec ,Ottawa-Gatineau
2250,2019, Ontario/Quebec ,Ottawa-Gatineau
2251,2020, Ontario/Quebec ,Ottawa-Gatineau
2252,2021, Ontario/Quebec ,Ottawa-Gatineau
2253,2022, Ontario/Quebec ,Ottawa-Gatineau
2254,2023, Ontario/Quebec ,Ottawa-Gatineau
2288,2013, Ontario/Quebec ,Ottawa-Gatineau
2289,2014, Ontario/Quebec ,Ottawa-Gatineau
2290,2015, Ontario/Quebec ,Ottawa-Gatineau
2291,2016, Ontario/Quebec ,Ottawa-Gatineau
2292,2017, Ontario/Quebec ,Ottawa-Gatineau
2293,2018, Ontario/Quebec ,Ottawa-Gatineau
2294,2019, Ontario/Quebec ,Ottawa-Gatineau
2295,2020, Ontario/Quebec ,Ottawa-Gatineau
2296,2021, Ontario/Quebec ,Ottawa-Gatineau
2297,2022, Ontario/Quebec ,Ottawa-Gatineau
2298,2023, Ontario/Quebec ,Ottawa-Gatineau
2310,2013, Ontario/Quebec ,Ottawa-Gatineau
2311,2014, Ontario/Quebec ,Ottawa-Gatineau
2312,2015, Ontario/Quebec ,Ottawa-Gatineau
2313,2016, Ontario/Quebec ,Ottawa-Gatineau
2314,2017, Ontario/Quebec ,Ottawa-Gatineau
2315,2018, Ontario/Quebec ,Ottawa-Gatineau
2316,2019, Ontario/Quebec ,Ottawa-Gatineau
2317,2020, Ontario/Quebec ,Ottawa-Gatineau
2318,2021, Ontario/Quebec ,Ottawa-Gatineau
2319,2022, Ontario/Quebec ,Ottawa-Gatineau
2320,2023, Ontario/Quebec ,Ottawa-Gatineau
2321,2013, Ontario/Quebec ,Ottawa-Gatineau
2322,2014, Ontario/Quebec ,Ottawa-Gatineau
2323,2015, Ontario/Quebec ,Ottawa-Gatineau
2324,2016, Ontario/Quebec ,Ottawa-Gatineau
2325,2017, Ontario/Quebec ,Ottawa-Gatineau
2326,2018, Ontario/Quebec ,Ottawa-Gatineau
2327,2019, Ontario/Quebec ,Ottawa-Gatineau
2328,2020, Ontario/Quebec ,Ottawa-Gatineau
2329,2021, Ontario/Quebec ,Ottawa-Gatineau
2330,2022, Ontario/Quebec ,Ottawa-Gatineau
2331,2023, Ontario/Quebec ,Ottawa-Gatineau
2332,2013, Ontario/Quebec ,Ottawa-Gatineau
2333,2014, Ontario/Quebec ,Ottawa-Gatineau
2334,2015, Ontario/Quebec ,Ottawa-Gatineau
2335,2016, Ontario/Quebec ,Ottawa-Gatineau
2336,2017, Ontario/Quebec ,Ottawa-Gatineau
2337,2018, Ontario/Quebec ,Ottawa-Gatineau
2338,2019, Ontario/Quebec ,Ottawa-Gatineau
2339,2020, Ontario/Quebec ,Ottawa-Gatineau
2340,2021, Ontario/Quebec ,Ottawa-Gatineau
2341,2022, Ontario/Quebec ,Ottawa-Gatineau
2342,2023, Ontario/Quebec ,Ottawa-Gatineau
2343,2013, Ontario/Quebec ,Ottawa-Gatineau
2344,2014, Ontario/Quebec ,Ottawa-Gatineau
2345,2015, Ontario/Quebec ,Ottawa-Gatineau
2346,2016, Ontario/Quebec ,Ottawa-Gatineau
2347,2017, Ontario/Quebec ,Ottawa-Gatineau
2348,2018, Ontario/Quebec ,Ottawa-Gatineau
2349,2019, Ontario/Quebec ,Ottawa-Gatineau
2350,2020, Ontario/Quebec ,Ottawa-Gatineau
2351,2021, Ontario/Quebec ,Ottawa-Gatineau
2352,2022, Ontario/Quebec ,Ottawa-Gatineau
2353,2023, Ontario/Quebec ,Ottawa-Gatineau
2365,2013, Ontario/Quebec ,Ottawa-Gatineau
2366,2014, Ontario/Quebec ,Ottawa-Gatineau
2367,2015, Ontario/Quebec ,Ottawa-Gatineau
2368,2016, Ontario/Quebec ,Ottawa-Gatineau
2369,2017, Ontario/Quebec ,Ottawa-Gatineau
2370,2018, Ontario/Quebec ,Ottawa-Gatineau
2371,2019, Ontario/Quebec ,Ottawa-Gatineau
2372,2020, Ontario/Quebec ,Ottawa-Gatineau
2373,2021, Ontario/Quebec ,Ottawa-Gatineau
2374,2022, Ontario/Quebec ,Ottawa-Gatineau
2375,2023, Ontario/Quebec ,Ottawa-Gatineau
2387,2013, Ontario/Quebec ,Ottawa-Gatineau
2388,2014, Ontario/Quebec ,Ottawa-Gatineau
2389,2015, Ontario/Quebec ,Ottawa-Gatineau
2390,2016, Ontario/Quebec ,Ottawa-Gatineau
2391,2017, Ontario/Quebec ,Ottawa-Gatineau
2392,2018, Ontario/Quebec ,Ottawa-Gatineau
2393,2019, Ontario/Quebec ,Ottawa-Gatineau
2394,2020, Ontario/Quebec ,Ottawa-Gatineau
2395,2021, Ontario/Quebec ,Ottawa-Gatineau
2396,2022, Ontario/Quebec ,Ottawa-Gatineau
2397,2023, Ontario/Quebec ,Ottawa-Gatineau
2409,2013, Ontario/Quebec ,Ottawa-Gatineau
2410,2014, Ontario/Quebec ,Ottawa-Gatineau
2411,2015, Ontario/Quebec ,Ottawa-Gatineau
2412,2016, Ontario/Quebec ,Ottawa-Gatineau
2413,2017, Ontario/Quebec ,Ottawa-Gatineau
2414,2018, Ontario/Quebec ,Ottawa-Gatineau
2415,2019, Ontario/Quebec ,Ottawa-Gatineau
2416,2020, Ontario/Quebec ,Ottawa-Gatineau
2417,2021, Ontario/Quebec ,Ottawa-Gatineau
2418,2022, Ontario/Quebec ,Ottawa-Gatineau
2419,2023, Ontario/Quebec ,Ottawa-Gatineau
2431,2013, Ontario/Quebec ,Ottawa-Gatineau
2432,2014, Ontario/Quebec ,Ottawa-Gatineau
2433,2015, Ontario/Quebec ,Ottawa-Gatineau
2434,2016, Ontario/Quebec ,Ottawa-Gatineau
2435,2017, Ontario/Quebec ,Ottawa-Gatineau
2436,2018, Ontario/Quebec ,Ottawa-Gatineau
2437,2019, Ontario/Quebec ,Ottawa-Gatineau
2438,2020, Ontario/Quebec ,Ottawa-Gatineau
2439,2021, Ontario/Quebec ,Ottawa-Gatineau
2440,2022, Ontario/Quebec ,Ottawa-Gatineau
2441,2023, Ontario/Quebec ,Ottawa-Gatineau
2475,2013, Ontario/Quebec ,Ottawa-Gatineau
2476,2014, Ontario/Quebec ,Ottawa-Gatineau
2477,2015, Ontario/Quebec ,Ottawa-Gatineau
2478,2016, Ontario/Quebec ,Ottawa-Gatineau
2479,2017, Ontario/Quebec ,Ottawa-Gatineau
2480,2018, Ontario/Quebec ,Ottawa-Gatineau
2481,2019, Ontario/Quebec ,Ottawa-Gatineau
2482,2020, Ontario/Quebec ,Ottawa-Gatineau
2483,2021, Ontario/Quebec ,Ottawa-Gatineau
2484,2022, Ontario/Quebec ,Ottawa-Gatineau
2485,2023, Ontario/Quebec ,Ottawa-Gatineau
2497,2013, Ontario/Quebec ,Ottawa-Gatineau
2498,2014, Ontario/Quebec ,Ottawa-Gatineau
2499,2015, Ontario/Quebec ,Ottawa-Gatineau
2500,2016, Ontario/Quebec ,Ottawa-Gatineau
2501,2017, Ontario/Quebec ,Ottawa-Gatineau
2502,2018, Ontario/Quebec ,Ottawa-Gatineau
2503,2019, Ontario/Quebec ,Ottawa-Gatineau
2504,2020, Ontario/Quebec ,Ottawa-Gatineau
2505,2021, Ontario/Quebec ,Ottawa-Gatineau
2506,2022, Ontario/Quebec ,Ottawa-Gatineau
2507,2023, Ontario/Quebec ,Ottawa-Gatineau
2508,2013, Ontario/Quebec ,Ottawa-Gatineau
2509,2014, Ontario/Quebec ,Ottawa-Gatineau
2510,2015, Ontario/Quebec ,Ottawa-Gatineau
2511,2016, Ontario/Quebec ,Ottawa-Gatineau
2512,2017, Ontario/Quebec ,Ottawa-Gatineau
2513,2018, Ontario/Quebec ,Ottawa-Gatineau
2514,2019, Ontario/Quebec ,Ottawa-Gatineau
2515,2020, Ontario/Quebec ,Ottawa-Gatineau
2516,2021, Ontario/Quebec ,Ottawa-Gatineau
2517,2022, Ontario/Quebec ,Ottawa-Gatineau
2518,2023, Ontario/Quebec ,Ottawa-Gatineau
2519,2013, Ontario/Quebec ,Ottawa-Gatineau
2520,2014, Ontario/Quebec ,Ottawa-Gatineau
2521,2015, Ontario/Quebec ,Ottawa-Gatineau
2522,2016, Ontario/Quebec ,Ottawa-Gatineau
2523,2017, Ontario/Quebec ,Ottawa-Gatineau
2524,2018, Ontario/Quebec ,Ottawa-Gatineau
2525,2019, Ontario/Quebec ,Ottawa-Gatineau
2526,2020, Ontario/Quebec ,Ottawa-Gatineau
2527,2021, Ontario/Quebec ,Ottawa-Gatineau
2528,2022, Ontario/Quebec ,Ottawa-Gatineau
2529,2023, Ontario/Quebec ,Ottawa-Gatineau
2530,2013, Ontario/Quebec ,Ottawa-Gatineau
2531,2014, Ontario/Quebec ,Ottawa-Gatineau
2532,2015, Ontario/Quebec ,Ottawa-Gatineau
2533,2016, Ontario/Quebec ,Ottawa-Gatineau
2534,2017, Ontario/Quebec ,Ottawa-Gatineau
2535,2018, Ontario/Quebec ,Ottawa-Gatineau
2536,2019, Ontario/Quebec ,Ottawa-Gatineau
2537,2020, Ontario/Quebec ,Ottawa-Gatineau
2538,2021, Ontario/Quebec ,Ottawa-Gatineau
2539,2022, Ontario/Quebec ,Ottawa-Gatineau
2540,2023, Ontario/Quebec ,Ottawa-Gatineau
2552,2013, Ontario/Quebec ,Ottawa-Gatineau
2553,2014, Ontario/Quebec ,Ottawa-Gatineau
2554,2015, Ontario/Quebec ,Ottawa-Gatineau
2555,2016, Ontario/Quebec ,Ottawa-Gatineau
2556,2017, Ontario/Quebec ,Ottawa-Gatineau
2557,2018, Ontario/Quebec ,Ottawa-Gatineau
2558,2019, Ontario/Quebec ,Ottawa-Gatineau
2559,2020, Ontario/Quebec ,Ottawa-Gatineau
2560,2021, Ontario/Quebec ,Ottawa-Gatineau
2561,2022, Ontario/Quebec ,Ottawa-Gatineau
2562,2023, Ontario/Quebec ,Ottawa-Gatineau
2574,2013, Ontario/Quebec ,Ottawa-Gatineau
2575,2014, Ontario/Quebec ,Ottawa-Gatineau
2576,2015, Ontario/Quebec ,Ottawa-Gatineau
2577,2016, Ontario/Quebec ,Ottawa-Gatineau
2578,2017, Ontario/Quebec ,Ottawa-Gatineau
2579,2018, Ontario/Quebec ,Ottawa-Gatineau
2580,2019, Ontario/Quebec ,Ottawa-Gatineau
2581,2020, Ontario/Quebec ,Ottawa-Gatineau
2582,2021, Ontario/Quebec ,Ottawa-Gatineau
2583,2022, Ontario/Quebec ,Ottawa-Gatineau
2584,2023, Ontario/Quebec ,Ottawa-Gatineau
2596,2013, Ontario/Quebec ,Ottawa-Gatineau
2597,2014, Ontario/Quebec ,Ottawa-Gatineau
2598,2015, Ontario/Quebec ,Ottawa-Gatineau
2599,2016, Ontario/Quebec ,Ottawa-Gatineau
2600,2017, Ontario/Quebec ,Ottawa-Gatineau
2601,2018, Ontario/Quebec ,Ottawa-Gatineau
2602,2019, Ontario/Quebec ,Ottawa-Gatineau
2603,2020, Ontario/Quebec ,Ottawa-Gatineau
2604,2021, Ontario/Quebec ,Ottawa-Gatineau
2605,2022, Ontario/Quebec ,Ottawa-Gatineau
2606,2023, Ontario/Quebec ,Ottawa-Gatineau
3740,2013, Ontario/Quebec ,Ottawa-Gatineau
3741,2014, Ontario/Quebec ,Ottawa-Gatineau
3742,2015, Ontario/Quebec ,Ottawa-Gatineau
3743,2016, Ontario/Quebec ,Ottawa-Gatineau
3744,2017, Ontario/Quebec ,Ottawa-Gatineau
3745,2018, Ontario/Quebec ,Ottawa-Gatineau
3746,2019, Ontario/Quebec ,Ottawa-Gatineau
3747,2020, Ontario/Quebec ,Ottawa-Gatineau
3748,2021, Ontario/Quebec ,Ottawa-Gatineau
3749,2022, Ontario/Quebec ,Ottawa-Gatineau
3750,2023, Ontario/Quebec ,Ottawa-Gatineau
3784,2013, Ontario/Quebec ,Ottawa-Gatineau
3785,2014, Ontario/Quebec ,Ottawa-Gatineau
3786,2015, Ontario/Quebec ,Ottawa-Gatineau
3787,2016, Ontario/Quebec ,Ottawa-Gatineau
3788,2017, Ontario/Quebec ,Ottawa-Gatineau
3789,2018, Ontario/Quebec ,Ottawa-Gatineau
3790,2019, Ontario/Quebec ,Ottawa-Gatineau
3791,2020, Ontario/Quebec ,Ottawa-Gatineau
3792,2021, Ontario/Quebec ,Ottawa-Gatineau
3793,2022, Ontario/Quebec ,Ottawa-Gatineau
3794,2023, Ontario/Quebec ,Ottawa-Gatineau
3806,2013, Ontario/Quebec ,Ottawa-Gatineau
3807,2014, Ontario/Quebec ,Ottawa-Gatineau
3808,2015, Ontario/Quebec ,Ottawa-Gatineau
3809,2016, Ontario/Quebec ,Ottawa-Gatineau
3810,2017, Ontario/Quebec ,Ottawa-Gatineau
3811,2018, Ontario/Quebec ,Ottawa-Gatineau
3812,2019, Ontario/Quebec ,Ottawa-Gatineau
3813,2020, Ontario/Quebec ,Ottawa-Gatineau
3814,2021, Ontario/Quebec ,Ottawa-Gatineau
3815,2022, Ontario/Quebec ,Ottawa-Gatineau
3816,2023, Ontario/Quebec ,Ottawa-Gatineau
3817,2013, Ontario/Quebec ,Ottawa-Gatineau
3818,2014, Ontario/Quebec ,Ottawa-Gatineau
3819,2015, Ontario/Quebec ,Ottawa-Gatineau
3820,2016, Ontario/Quebec ,Ottawa-Gatineau
3821,2017, Ontario/Quebec ,Ottawa-Gatineau
3822,2018, Ontario/Quebec ,Ottawa-Gatineau
3823,2019, Ontario/Quebec ,Ottawa-Gatineau
3824,2020, Ontario/Quebec ,Ottawa-Gatineau
3825,2021, Ontario/Quebec ,Ottawa-Gatineau
3826,2022, Ontario/Quebec ,Ottawa-Gatineau
3827,2023, Ontario/Quebec ,Ottawa-Gatineau
3828,2013, Ontario/Quebec ,Ottawa-Gatineau
3829,2014, Ontario/Quebec ,Ottawa-Gatineau
3830,2015, Ontario/Quebec ,Ottawa-Gatineau
3831,2016, Ontario/Quebec ,Ottawa-Gatineau
3832,2017, Ontario/Quebec ,Ottawa-Gatineau
3833,2018, Ontario/Quebec ,Ottawa-Gatineau
3834,2019, Ontario/Quebec ,Ottawa-Gatineau
3835,2020, Ontario/Quebec ,Ottawa-Gatineau
3836,2021, Ontario/Quebec ,Ottawa-Gatineau
3837,2022, Ontario/Quebec ,Ottawa-Gatineau
3838,2023, Ontario/Quebec ,Ottawa-Gatineau
3839,2013, Ontario/Quebec ,Ottawa-Gatineau
3840,2014, Ontario/Quebec ,Ottawa-Gatineau
3841,2015, Ontario/Quebec ,Ottawa-Gatineau
3842,2016, Ontario/Quebec ,Ottawa-Gatineau
3843,2017, Ontario/Quebec ,Ottawa-Gatineau
3844,2018, Ontario/Quebec ,Ottawa-Gatineau
3845,2019, Ontario/Quebec ,Ottawa-Gatineau
3846,2020, Ontario/Quebec ,Ottawa-Gatineau
3847,2021, Ontario/Quebec ,Ottawa-Gatineau
3848,2022, Ontario/Quebec ,Ottawa-Gatineau
3849,2023, Ontario/Quebec ,Ottawa-Gatineau
3861,2013, Ontario/Quebec ,Ottawa-Gatineau
3862,2014, Ontario/Quebec ,Ottawa-Gatineau
3863,2015, Ontario/Quebec ,Ottawa-Gatineau
3864,2016, Ontario/Quebec ,Ottawa-Gatineau
3865,2017, Ontario/Quebec ,Ottawa-Gatineau
3866,2018, Ontario/Quebec ,Ottawa-Gatineau
3867,2019, Ontario/Quebec ,Ottawa-Gatineau
3868,2020, Ontario/Quebec ,Ottawa-Gatineau
3869,2021, Ontario/Quebec ,Ottawa-Gatineau
3870,2022, Ontario/Quebec ,Ottawa-Gatineau
3871,2023, Ontario/Quebec ,Ottawa-Gatineau
