,Year,Province,Cities,City_ID,Violation,Violation_ID,Statistics,Crime_rate
1423,2017, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, total persons charged per 100,000 population aged 12 years and over",0.34
1424,2018, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, total persons charged per 100,000 population aged 12 years and over",0.25
1425,2019, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, total persons charged per 100,000 population aged 12 years and over",0.48
1426,2020, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, total persons charged per 100,000 population aged 12 years and over",0.55
1427,2021, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, total persons charged per 100,000 population aged 12 years and over",0.53
1428,2022, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, total persons charged per 100,000 population aged 12 years and over",0.37
1429,2023, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, total persons charged per 100,000 population aged 12 years and over",0.22
1441,2013, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, adult charged per 100,000 population aged 18 years and over",0.1
1442,2014, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, adult charged per 100,000 population aged 18 years and over",0.29
1443,2015, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, adult charged per 100,000 population aged 18 years and over",0.19
1444,2016, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, adult charged per 100,000 population aged 18 years and over",0.19
1445,2017, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, adult charged per 100,000 population aged 18 years and over",0.36
1446,2018, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, adult charged per 100,000 population aged 18 years and over",0.18
1447,2019, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, adult charged per 100,000 population aged 18 years and over",0.52
1448,2020, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, adult charged per 100,000 population aged 18 years and over",0.6
1449,2021, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, adult charged per 100,000 population aged 18 years and over",0.49
1450,2022, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, adult charged per 100,000 population aged 18 years and over",0.4
1451,2023, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, adult charged per 100,000 population aged 18 years and over",0.23
1463,2013, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
1464,2014, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
1465,2015, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
1466,2016, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
1467,2017, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
1468,2018, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, youth charged per 100,000 population aged 12 to 17 years",1.06
1469,2019, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
1470,2020, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
1471,2021, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.95
1472,2022, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
1473,2023, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
1485,2013, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
1486,2014, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
1487,2015, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
1488,2016, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
1489,2017, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
1490,2018, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
1491,2019, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
1492,2020, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
1493,2021, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
1494,2022, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
1495,2023, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 3, aggravated ",1310,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
1507,2013, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate per 100,000 population",0.62
1508,2014, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate per 100,000 population",1.15
1509,2015, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate per 100,000 population",0.46
1510,2016, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate per 100,000 population",0.81
1511,2017, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate per 100,000 population",1.09
1512,2018, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate per 100,000 population",0.71
1513,2019, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate per 100,000 population",0.98
1514,2020, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate per 100,000 population",1.5
1515,2021, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate per 100,000 population",2.16
1516,2022, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate per 100,000 population",1.48
1517,2023, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate per 100,000 population",1.82
1606,2013, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, total persons charged per 100,000 population aged 12 years and over",0.54
1607,2014, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, total persons charged per 100,000 population aged 12 years and over",1.68
1608,2015, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, total persons charged per 100,000 population aged 12 years and over",0.18
1609,2016, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, total persons charged per 100,000 population aged 12 years and over",0.85
1610,2017, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, total persons charged per 100,000 population aged 12 years and over",0.75
1611,2018, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, total persons charged per 100,000 population aged 12 years and over",0.9
1612,2019, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, total persons charged per 100,000 population aged 12 years and over",0.48
1613,2020, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, total persons charged per 100,000 population aged 12 years and over",1.5
1614,2021, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, total persons charged per 100,000 population aged 12 years and over",1.89
1615,2022, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, total persons charged per 100,000 population aged 12 years and over",1.18
1616,2023, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, total persons charged per 100,000 population aged 12 years and over",1.86
1628,2013, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, adult charged per 100,000 population aged 18 years and over",0.58
1629,2014, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, adult charged per 100,000 population aged 18 years and over",1.44
1630,2015, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, adult charged per 100,000 population aged 18 years and over",0.19
1631,2016, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, adult charged per 100,000 population aged 18 years and over",0.65
1632,2017, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, adult charged per 100,000 population aged 18 years and over",0.82
1633,2018, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, adult charged per 100,000 population aged 18 years and over",0.89
1634,2019, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, adult charged per 100,000 population aged 18 years and over",0.44
1635,2020, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, adult charged per 100,000 population aged 18 years and over",1.37
1636,2021, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, adult charged per 100,000 population aged 18 years and over",1.8
1637,2022, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, adult charged per 100,000 population aged 18 years and over",1.04
1638,2023, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, adult charged per 100,000 population aged 18 years and over",1.56
1650,2013, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
1651,2014, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth charged per 100,000 population aged 12 to 17 years",4.49
1652,2015, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
1653,2016, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth charged per 100,000 population aged 12 to 17 years",3.27
1654,2017, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
1655,2018, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth charged per 100,000 population aged 12 to 17 years",1.06
1656,2019, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth charged per 100,000 population aged 12 to 17 years",1.03
1657,2020, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth charged per 100,000 population aged 12 to 17 years",3.0
1658,2021, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth charged per 100,000 population aged 12 to 17 years",2.86
1659,2022, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth charged per 100,000 population aged 12 to 17 years",2.8
1660,2023, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth charged per 100,000 population aged 12 to 17 years",5.43
1672,2013, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
1673,2014, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth not charged per 100,000 population aged 12 to 17 years",1.12
1674,2015, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth not charged per 100,000 population aged 12 to 17 years",1.13
1675,2016, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
1676,2017, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
1677,2018, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
1678,2019, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
1679,2020, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
1680,2021, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
1681,2022, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
1682,2023, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 2, weapon or bodily harm ",1320,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
1694,2013, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 1 ",1330,"Rate per 100,000 population",45.58
1695,2014, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 1 ",1330,"Rate per 100,000 population",49.48
1696,2015, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 1 ",1330,"Rate per 100,000 population",49.39
1697,2016, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 1 ",1330,"Rate per 100,000 population",54.88
1698,2017, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 1 ",1330,"Rate per 100,000 population",59.38
1699,2018, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 1 ",1330,"Rate per 100,000 population",70.19
1700,2019, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Sexual assault, level 1 ",1330,"Rate per 100,000 population",70.63
